0.15,24,4,0,0,1.0,0.0,2,0.9,0.00041667,4
0.15,132,4,0,0,1.0,0.0,2,0.9,0.00008333,4
0.15,24,10,0,0,1.0,0.0,2,0.9,0.1,4
0.15,24,10,0,0,1.0,0.0,2,0.9,0.5,4
0.075,32,4,0,0,1.0,0.0,2,0.5,0.1,4
0.075,32,4,0,0,1.0,0.0,2,0.5,0.5,4
0.075,48,4,0,0,1.0,0.0,2,0.5,0.5,4
0.075,64,4,0,0,1.0,0.0,2,0.5,0.5,4
0.125,32,1,0.0,0.0,1.0,0.0,2,0.5,0.3,4,6
0.125,32,1,0.0,0.0,1.0,0.0,2,0.5,0.4,4,6
0.125,32,1,0.0,0.0,1.0,0.0,2,0.5,0.5,4,6
0.125,32,5,0.0,0.0,1.0,0.0,2,0.5,0.3,4,6
0.125,32,5,0.0,0.0,1.0,0.0,2,0.5,0.4,4,6
0.125,32,5,0.0,0.0,1.0,0.0,2,0.5,0.5,4,6
0.125,32,5,0.0,0.0,1.0,0.0,2,0.5,0.6,4,6
0.125,32,4,0.0,0.0,1.0,0.0,2,0.5,0.5,4,6
0.125,32,4,0.0,0.0,1.0,0.0,2,0.5,0.2,4,6
0.125,32,4,0.0,0.0,1.0,0.0,2,0.5,0.1,4,6
0.125,32,1,0.0,0.0,1.0,0.0,1,0.5,0.3,4,6
0.125,32,1,0.0,0.0,1.0,0.0,0.5,0.5,0.3,4,6
0.125,32,1,0.0,0.0,1.0,0.0,0.1,0.5,0.3,4,6
0.125,32,1,0.0,0.0,1.0,0.0,0.1,0.5,0.2,4,6
0.125,32,1,0.0,0.0,1.0,0.0,0.1,0.5,0.1,4,6
0.125,32,1,0.0,0.0,1.0,0.0,1,0.5,0.4,4,6
0.125,32,1,0.0,0.0,1.0,0.0,1,0.5,0.5,4,6
0.125,32,1,0.0,0.0,1.0,0.0,1,0.5,0.35,4,6
0.125,32,1,0.0,0.0,1.0,0.0,0.8,0.5,0.4,4,6
0.125,32,1,0.0,0.0,1.0,0.0,0.5,0.5,0.4,4,6
0.125,32,1,0.0,0.0,1.0,0.0,0.2,0.5,0.4,4,6
0.125,32,1,0.0,0.0,1.0,0.0,0.8,0.5,0.5,4,6
0.125,32,1,0.0,0.0,1.0,0.0,0.5,0.5,0.5,4,6
0.125,32,1,0.0,0.0,1.0,0.0,0.2,0.5,0.5,4,6
0.125,32,1,0.0,0.0,1.0,0.0,0.8,0.5,0.6,4,6
0.125,32,1,0.0,0.0,1.0,0.0,0.5,0.5,0.6,4,6
0.125,32,1,0.0,0.0,1.0,0.0,0.2,0.5,0.6,4,6    
0.125,32,1,0.0,0.0,1.0,0.0,1,0.5,0.35,4,6,0.012
0.125,32,1,0.0,0.0,1.0,0.0,0.7,0.5,0.3,4,6,0.012 
0.125,32,1,0.0,0.0,1.0,0.0,0.7,0.5,0.4,4,6,0.012 
0.125,32,1,0.0,0.0,1.0,0.0,0.7,0.5,0.5,4,6,0.012
0.125,32,1,0.0,0.0,1.0,0.0,0.7,0.5,0.6,4,6,0.012
0.125,32,1,0.0,0.0,1.0,0.0,0.7,0.5,0.3,4,6,0.015 
0.125,32,1,0.0,0.0,1.0,0.0,0.7,0.5,0.4,4,6,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.7,0.5,0.45,4,6,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.7,0.5,0.5,4,6,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.7,0.5,0.6,4,6,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.6,0.5,0.3,4,6,0.015 
0.125,32,1,0.0,0.0,1.0,0.0,0.6,0.5,0.4,4,6,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.6,0.5,0.5,4,6,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.6,0.5,0.6,4,6,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.6,0.5,0.55,4,6,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.8,0.5,0.45,4,6,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.6,0.5,0.51,4,6,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.6,0.5,0.52,4,6,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.6,0.5,0.53,4,6,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.6,0.5,0.54,4,6,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.6,0.5,0.5,2,10,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.6,0.5,0.5,3,8,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.5,0.5,0.5,3,8,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.5,0.5,0.4,3,8,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.5,0.5,0.3,3,8,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.4,0.5,0.5,2,10,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.4,0.5,0.4,2,10,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.4,0.5,0.3,2,10,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.3,0.5,0.5,2,10,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.3,0.5,0.4,2,10,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.3,0.5,0.3,2,10,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.2,0.5,0.5,2,10,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.2,0.5,0.4,2,10,0.015
0.125,32,1,0.0,0.0,1.0,0.0,0.2,0.5,0.3,2,10,0.015
